name,smi,success
6B5,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,1
6BC,N#Cc1cnn2c(O)c(Cc3ccccc3)c(Cl)nc12,1
6BF,CN1CCN(c2ccc(-n3cc(-c4ccncc4OCC4CCNCC4)cn3)cc2)CC1,1
6BL,Cc1n[nH]c2oc(=O)c3ccccc3c12,1
6BS,Cc1ccccc1-c1ccc2nc(N)c(CCC(=O)NCCC(C)(C)C)cc2c1,1
6C4,O=C(NCC1CCCC1)C1CCCC1,1
6C5,O=C(NCC1CCCC1)N1CCCC1,1
6C6,O=P(O)(O)OCC1OC(n2cnc3c(NC4CCCC4)ncnc32)C(O)C1O,1
6C8,O=C(/C=C/c1ccoc1)N1CCCC1,1
6CD,CC1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC(C)(C)C)nc34)[nH]c21,1
6CE,Nc1nc(=O)c2ncn(C3OC(CSP(=O)(O)NCCc4c[nH]c5ccccc45)C(O)C3O)c2[nH]1,1
6CS,CC1=NC(C(=O)O)C(O)CN1,1
6DB,[H]/N=C(\N)NCCCC(NC(C)C(=O)O)C(=O)O,1
6DK,O=C(CCCCCCC(O)(O)C(F)(F)F)Nc1ccccc1,1
6DL,O=c1[nH]nc(-c2cc(Br)c(O)cc2O)n1-c1ccccc1F,1
6DP,CS(=O)(=O)Nc1cccc2[nH]ncc12,1
6ED,O=C(O)c1ccncc1Nc1nn(CCN2CCC(F)(F)CC2)c2ccc(F)cc12,1
6EN,Cn1cc(Nc2cnccc2C(=O)O)c2cccnc21,1
6EO,O=C(Cc1ccc(Cl)cc1)Nc1cnccc1C(=O)O,1
6EP,Cc1cc(Cl)ccc1COc1ccnn1-c1cc(C(=O)O)ccn1,1
6F3,CNS(=O)(=O)c1cccc(-c2cc3c(=O)[nH]ccc3o2)c1,1
6F9,CCC(=O)N1CCOc2c(cc(-c3cc(OC)cc(OC)c3)cc2C(=O)NC2CCCN(C)C2)C1,1
6FF,CCCN(C)S(=O)(=O)c1cc(-c2n[nH]c(=O)n2-c2ccccc2F)c(O)cc1O,1
6FG,O=C(CCc1ccoc1)N1CCCC1,1
6FJ,CN(Cc1ccco1)C(=O)c1cc(-c2n[nH]c(=O)n2-c2ccccc2F)c(O)cc1O,1
6FR,O=S(=O)(CCC1CCCC1)N1CCCC1,1
6FX,COC(=O)c1cncc(-c2cc3c(=O)[nH]ccc3o2)c1,1
6G7,O=c1[nH]nc(-c2ccc(O)cc2O)n1-c1ccccc1F,1
6GC,CCCCN(C)C(=O)c1cc(-c2n[nH]c(=O)n2-c2ccccc2F)c(O)cc1O,1
6GV,CC(C)N(C)S(=O)(=O)c1cc(-c2n[nH]c(=O)n2-c2ccccc2F)c(O)cc1O,1
6GW,Cc1ccccc1-n1c(-c2cc(C(=O)N(C)Cc3cccs3)c(O)cc2O)n[nH]c1=O,1
6HI,CC(C)n1c(C(=O)NCc2ccc(F)cc2)nc(-c2ccc(F)cc2)c1CCC(O)CC(O)CC(=O)O,1
6HN,NC(CCCC[N+](=O)[O-])C(=O)O,1
6HO,O=C(c1cccc(F)c1)N1CC=CC1,1
6IA,CC(C)CCNc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,1
6J1,Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,1
6J3,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,1
6J5,Clc1ccccc1OCc1nnn[nH]1,1
6JD,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,1
6JY,[H]/N=C(\N)NCCCC(NC(=O)c1ccccc1)C(=O)O,1
6K5,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CC(CO)(CCl)C3)n2)cn1,1
6K6,O=P(O)(O)OCC1OC(n2cnc3c(NCc4ccco4)ncnc32)C(O)C1O,1
6K8,[H]/N=C(\N)NCCCC(NC(=O)CNC(=O)c1ccccc1)C(=O)O,1
6KT,NC(=O)c1ccc2nc(N)sc2c1,1
6L5,NC(=O)C(CC(=O)O)NC(=O)CCCCCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,1
6L9,NC(=O)C(N)CC(C(=O)O)C(=O)O,1
6LA,COC1OC2COC(C)(C(=O)O)OC2C(O)C1NC(C)=O,1
6MB,Cc1noc(NS(=O)(=O)c2ccc(NCc3cnc4nc(N)[nH]c(=O)c4n3)cc2)c1C,1
6MD,CNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,1
6MG,CC(C)CC(NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)NCC(C)C(C)(C)C,1
6NG,CC(C)CC(NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)NCC(C)C(C)(C)C,1
6NN,CCC(C)CNC(=O)C(CC(C)C)NP(=O)(O)CNC(=O)OCc1ccccc1,1
6O5,O=C(O)CCc1ccco1,1
6P3,O=C(O)c1ccc(-c2ccccc2)nc1,1
6P4,Cc1ccc2nc(C)c(-c3ccn[nH]3)n2c1,1
6PC,O=C(O)c1ccccn1,1
6PD,O=C(c1ccc(C(=O)N2CCC(CCN3CCCC3)CC2)c(Nc2ccc(OCN3CCCC3)cc2)c1)N1CCC(CCN2CCCC2)CC1,1
6PU,CN(C)C1CN(C2CCc3cccc(F)c32)CC1c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,1
6Q3,Cc1cc(OCCCO)nc(N)n1,1
6Q8,Cc1[nH]c(C(=O)Nc2ccc(F)cc2)c(C)c1S(=O)(=O)Nc1ccc2c[nH]nc2c1,1
6QC,CC(C)CC(NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)NCC(C)C(C)C,1
6RQ,Cc1cc2nc(N)[nH]c2cc1C,1
6SB,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,1
6SW,O=c1[nH]cnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,1
6SX,O=P1(O)OCC2OC(n3cnc4cncnc43)C(O)C2O1,1
6SY,O=c1ccn(C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1,1
6SZ,Nc1ncc2ncn(C3OC4COP(=O)(O)OC4C3O)c2n1,1
6T7,O=C(O)CCn1nc(-c2cccnc2)ccc1=O,1
6TD,COc1ccc(Cc2nnc3sc(-c4cc5ccccc5[nH]4)nn23)cc1,1
6U5,CCCCS(=O)(=O)Nc1ccc2cnn(C)c2c1,1
6U6,O=C(O)CCc1nc2cc(Cl)ccc2s1,1
6UR,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)NCCc2c[nH]c3ccccc23)C(O)C1O,1
6UY,Nc1nccnc1C(=O)OC(C(=O)Nc1ccc(F)cc1)c1ccccc1,1
6VD,CCc1cc(O)c2ccccc2n1,1
6XC,Cc1cc2ccnc(NC3CCNCC3)c2[nH]c1=O,1
6XO,CC(C)CC(NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)NC(CC1CCCCC1)C(=O)O,1
6Y2,CC(=O)NC1C(OC2C(CO)OC(Oc3ccc([N+](=O)[O-])cc3)C(NC(C)=O)C2O)OC(CO)C(O)C1O,1
6YH,NS(=O)(=O)c1ccc(C(=O)Cn2cnc3ccccc32)cc1,1
6YQ,NS(=O)(=O)c1ccc(C(=O)Cn2cnc3ccccc32)cc1Cl,1
6YR,COC1C([Se]C)OC(C)C(O)C1O,1
6Z3,Cc1ncsc1-c1ccc(CNC(=O)C2CC(O)CN2C(=O)C(NC(=O)C2(C#N)CC2)C(C)(C)C)cc1,1
6Z9,NS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)CCO)c(NC2CCCc3ccccc32)c1F,1
6ZC,CC(=O)NC1C(Oc2ccc([N+](=O)[O-])cc2)OC(CO)C(O)C1O,1
6ZJ,O=C1CC2(O)CC(=O)O[Fe]34(O1)(OC(=O)CC(O)(CC(=O)O3)C(=O)O4)OC2=O,1
6ZV,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,1
6ZX,C/C(=C\C(=O)O)c1ccc(Cl)cc1,1
6ZZ,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,1
70K,CN(C(=O)c1cc2c(C(=O)N3CCCCC3)[nH]nc2cc1O)c1ccc(N2CCOCC2)cc1,1
71S,Cc1cc(N)nc(CCc2cncc(C(CN)Cc3cc(C)cc(N)n3)c2)c1,1
71T,COc1ccc(N2CCN(C(=O)c3cc4c(s3)-c3ccccc3S(=O)(=O)C4)CC2)cc1,1
71X,CCc1c(C(=O)NC2c3cc(Cl)ccc3CCC2O)[nH]c(C)c1C(C)=O,1
71Y,CCc1c(C(=O)NC2c3cc(Cl)ccc3CCC2O)[nH]c(C)c1C(C)=O,1
72R,O=C1Nc2ccc(F)cc2C1=O,1
72S,Cc1cccc2c1NC(=O)C2=O,1
72T,O=C1Nc2c(cccc2C(F)(F)F)C1=O,1
72U,COC(=O)c1cccc2c1NC(=O)C2=O,1
73B,CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2C(Nc2ccc(Cl)cc2)CC1C,1
73D,CCN1C(=O)C(=O)c2ccccc21,1
73F,O=C1C(=O)N(CCc2ccccc2)c2ccccc21,1
73G,CCCCOC(=O)CN1C(=O)C(=O)c2ccccc21,1
73H,O=C1C(=O)N(CCc2ccccc2)c2ccc(F)cc21,1
73K,CS(=O)(=O)c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,1
73T,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CCC(C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,1
75G,Nc1nc(Cl)nc2c1ncn2C1OC2COP(=O)(S)OC2C1O,1
75P,COc1cc2c(NCCCCCN3CCCC3)nc(N3CCCC3)nc2cc1OCCN,1
76X,Nc1cccnc1N,1
77X,CCC(=O)N1CCc2[nH]nc(-c3ccccc3)c2C1,1
78E,CC(C)C1NC(=O)CCCC/C=C/C=C/CCOC(=O)C2CCCN(N2)C(=O)C(Cc2cccc(O)c2)NC1=O,1
78J,Cc1cc2ccnc(NC3CCNCC3OCC3CCCCC3)c2[nH]c1=O,1
78L,O=C(NCCN1CCOCC1)c1ccc2c(c1)C(=O)c1ccc(Nc3cc(NC(=O)c4cccs4)c(F)cc3F)cc1CC2,1
78M,CCCCCCC/C=C\CCCCCC(=O)OCC(O)CO,1
78N,CCCCCCC/C=C\CCCCCC(=O)OCC(O)CO,1
78P,CC1(c2nc3cccc(C(N)=O)c3[nH]2)CCCN1,1
78R,COC1CC/C=C/c2cccc(c2)COC(=O)C2CCCN(N2)C(=O)C(Cc2cccc(O)c2)NC(=O)C(C(C)C)NC(=O)C1C,1
78X,COC1CC/C=C/c2cccc(c2)C(C)OC(=O)C2CCCN(N2)C(=O)C(Cc2cccc(O)c2)NC(=O)C(C(C)C)NC(=O)C1C,1
78Y,Cc1nn(-c2ccccc2)nc1C(N)=O,1
79A,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1C(O)C(F)(F)C2,1
79E,CC(C)CC(NC(=O)C(CC(C)C)NP(=O)(O)CNC(=O)OCc1ccccc1)C(N)=O,1
79F,CC(C)CC(NC(=O)C(CO)NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)O,1
79Q,O=C(NCCN1CCOCC1)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4ccccc4)c3)cc1CC2,1
79T,CN(C)C(=O)/C(C#N)=C\c1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1,1
79V,N#CC1NC(CO)C1c1ccc(-c2ccccc2F)cc1,1
79Z,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,1
7AF,CC(C)CC(NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)NCC(C)C(C)C,1
7B2,Cc1c(C=O)c(-c2nnc3c4c(C[n+]5cc6c(C)n(C)c(C)c6c(Cl)n5)n(C)c(C)c4cnn23)c(C)n1C,1
7B4,Cc1c2cnnc(Cl)c2c(C)n1C,1
7BK,CC1(c2ccccc2)CC(=O)N(CCOc2ccc(F)c(C#N)c2)C1,1
7BW,CC1(C)CC(=O)N(CCOc2ccc(F)c(C#N)c2)C1,1
7CS,CN1C2CCC1CC(OC(=O)c1c[nH]c3ncccc13)C2,1
7DQ,CC(C)c1ccc(CC(=O)N2CCN(c3ccc(C#N)nn3)CC2)cc1,1
7DT,Nc1ncnc2c1ccn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,1
7FF,COC(=O)N1CCCc2cc(N)ccc21,1
7FK,CN1CC/C=C/CCCCCCC(=O)Cc2c(Cl)c(O)cc(O)c2C1=O,1
7FU,NNC(=O)c1ccc2nc(NN)sc2c1,1
7H1,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccccc1,1
7H7,Cc1nnc2c3ccccc3c(NC(C)C(c3ccccc3)N(C)C)nn12,1
7HE,[H]/C=C\c1c(C)c2n3c1=Cc1c(C)c(/C=C/[H])c4n1[Fe]31n3c(c(C)c(C)c3C=c3c(CCC(=O)O)c(C)c(n31)=C4)C=2,1
7HG,COC1/C=C/C=C/CCOC(=O)C2CCCN(N2)C(=O)C(Cc2cccc(O)c2)NC(=O)C(C(C)C)NC(=O)C(C)C(OC)C1C,1
7HI,CCc1c(C(=O)Nc2ccc(-c3ccccc3)cc2)c2c(n1CCC(O)CC(O)CC(=O)O)CCCCC2,1
7K2,OCC1OC(SCC2CNCC(O)C2O)C(O)C(O)C1O,1
7K4,CC1(c2ccccc2)CC(=O)N(CCOc2ccc(F)c(C#N)c2)C1,1
7KC,Cc1nc(Nc2n[nH]c3c2CN(C(=O)NC(CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,1
7KT,CNS(=O)(=O)c1c(C)cc(C)cc1C,1
7KZ,CCCCCCNc1nc(NC2CCN(C)CC2)c2cc(OC)c(OC)cc2n1,1
7L6,COc1cc2nc(N3CCOCC3)nc(NC3CCN(C)CC3)c2cc1OC,1
7LM,CCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCc1ccccc1,1
7LP,CCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCC(=O)NCCCCCCc1ccccc1,1
7LU,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(Cl)cc(O)c12,1
7MW,CCC(=O)c1c[nH]c(C(=O)OC)c1,1
7MX,CCOC(=O)c1cn(C)c(=O)cc1Cl,1
7N3,NC(=O)c1ccsc1NC(=O)CSc1nc2ccccc2c(=O)[nH]1,1
7NC,Cc1cc(=O)[nH]c(SCC(=O)c2cccc3ccccc23)n1,1
7NQ,CCOc1nc(NC(=O)CC)nc2ccccc12,1
7NT,CCC(=O)Nc1nc(N2CCOCC2)c2ccsc2n1,1
7PE,CCOCCOCCOCCOCCOCCOCCO,1
7PG,COCCOCCOCCOCCOCCOCCOCCOCCO,1
7PJ,Nc1nc2[nH]c(SCC(=O)O)nc2c(=O)[nH]1,1
7PM,Nc1nc2[nH]c(SC(C(=O)O)c3ccccc3)nc2c(=O)[nH]1,1
7PS,CNC(=O)CSc1nc2c(=O)[nH]c(N)nc2[nH]1,1
7PV,Nc1nc2[nH]c(SCCc3ccc(S(N)(=O)=O)cc3)nc2c(=O)[nH]1,1
7Q1,O=C1NC(=O)C(c2ccccc2)O1,1
7QS,O=C1NC(=O)C(c2ccccc2)S1,1
7QV,COc1ccc(C2OC(=O)NC2=O)c(OC)c1,1
7QY,COc1ccc(CC2SC(=O)NC2=O)c(OC)c1,1
7R1,COc1ccc(CC2SC(=S)NC2=O)c(OC)c1,1
7R4,O=C1NC(=S)SC1Cc1ccccc1,1
7R7,COc1ccc(C2OC(=S)NC2=O)c(OC)c1,1
7SB,Clc1ccc(CNc2n[nH]c(-c3ccco3)n2)cc1,1
7UR,CC(C(=O)Nc1cc(C#N)ccc1CCCC(=O)O)c1ccc(F)c2ccccc12,1
7UV,OBc1ccc(/C=C/c2cccc(B(O)O)c2)c(Cl)c1,1
7V7,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1
7VF,Cc1cc(-c2ccnc3cc(O)ccc23)ccc1O,1
7VG,OB(O)c1ccc(/C=C/c2cc(O)cc(O)c2)c(Cl)c1,1
7VM,CNCCN1CCC(c2cc(CN(C)C(=O)c3cccc(Oc4ccccc4)c3)ccn2)CC1,1
7Z3,NCc1cccc(N2CCCC2)c1,1
7Z6,O=C1Cc2cc(Nc3nc(NCc4cccnc4)ncc3Cl)ccc2N1,1
7ZF,Nc1ncnc(Nc2ccccc2)n1,1
7ZL,Nc1ncc(Cl)c(Nc2ccccc2)n1,1
7ZO,O=C1Cc2cc(Nc3ncncc3Cl)ccc2N1,1
80R,O=c1[nH]c2ccc(Nc3ccc([N+](=O)[O-])cc3Cl)cc2[nH]1,1
82V,O=c1cc(N2CCOCC2)oc2c(-c3ccc4c(c3)OCCO4)csc12,1
83S,CC(C)c1cc(C(=O)N2Cc3ccccc3C2)c(O)cc1C=O,1
86D,N#Cc1cc(F)cc(Oc2ccc(S(=O)(=O)C(F)F)c3c2CC(F)(F)C3O)c1,1
86L,CC(C)Oc1ccc(CN)cc1Cl,1
871,CC(C)c1cc(C(=O)N2Cc3ccccc3C2)c(O)cc1CC#N,1
874,CC(C)c1cc(C(=O)N2Cc3ccccc3C2)c(O)c(CO)c1O,1
88J,CN(C)c1nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc2c(Cl)c1-c1ccccc1,1
88N,Cc1nc2ccc(NC(=O)CCNC(=O)CCCc3ccc(CC(C(=O)O)C(=O)O)cc3)cc2s1,1
88R,COc1ccc(CC(C(=O)O)C(=O)O)cc1OC,1
88S,Cc1nc2ccc(NC(=O)CCNC(N)=O)cc2s1,1
88V,Cc1nc2ccc(NC(=O)CCNC(=O)NCCc3ccc(CC(C(=O)O)C(=O)O)cc3)cc2s1,1
88W,CCNC(=O)NCCC(=O)Nc1ccc2nc(C)sc2c1,1
88Z,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,1
89L,C/C(=C\COc1ccccc1CN(C)C(=O)c1ccc(-c2ccco2)cc1)CCC(=O)O,1
8AC,NCCCCCCCC(=O)O,1
8AJ,CN(C)CCc1nnc2cc(-c3ccccc3)c3cc(Cl)ccc3n12,1
8B7,CC1OC(OC2C(OC3C(CO)OC(O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,1
8B9,CC(=O)NC1C(O)CC(CO)OC1O,1
8BR,Nc1ncnc2c1nc(Br)n2C1OC(COP(=O)(O)O)C(O)C1O,1
8C3,CCN(CC)CCCNC(=O)Cn1nc(C)n2c(cc3sccc32)c1=O,1
8DQ,O=c1cc(N2CCNCC2)oc2c(-c3ccccc3)cccc12,1
8E3,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(o3)CNCC4)nc12,1
8EC,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)CNCC4)nc12,1
8EX,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OS(=O)(=O)O)C1O,1
8FK,CN1C(=O)c2ccccc2Sc2cc(NC(=O)C3CCCO3)ccc21,1
8FN,O=C1c2ccccc2Sc2cc(-c3noc(-c4cnccn4)n3)ccc2N1C1CC1,1
8FY,CNc1nc(NCc2ncccn2)c2c(-c3ccc4ncccc4c3)c[nH]c2n1,1
8GK,O=C(NO)c1cccc2ccccc12,1
8GQ,N#Cc1cnn2c3cc(nc12)N1CC(CC1CO)OC/C=C/COc1cc(cc2c1NC(=O)CC2)N3,1
8HH,CCNc1cc(-c2cccnc2)nc2ccnn12,1
8HI,CC(C)n1c(CCC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)Nc1ccc(S(N)(=O)=O)cc1,1
8HN,N#Cc1cnn2c(Nc3ccc4c(c3)CCC(=O)N4)cc(N3CCCC3CC(=O)O)nc12,1
8HZ,Cc1ccc(Nc2c(-c3ccc(O)cc3)nc3c(C)cccn23)cc1,1
8JH,CC(C)CC(NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)NCCCCN,1
8JQ,CC(C)CC(NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)NCCN,1
8KK,CC(C)CC(NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)NCCCN,1
8KN,CC(C)CC(NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)NC(CCCN)C(=O)O,1
8L2,CC(C)CC(NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)NC(CN)C(=O)O,1
8L5,CC(C)CC(NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)NCN,1
8L9,Cc1cc(F)c(Br)cc1NS(=O)(=O)c1ccc(NS(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1C(=O)O,1
8LB,CC(C)CC(NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)NC(CCCCN)C(=O)O,1
8LC,O=C(NCCCCCCCCNC(=O)c1cccc(O)c1O)c1cccc(O)c1O,1
8MY,N#Cc1ccc(Nc2nc(N)cc(-n3ccc(CO)n3)n2)cc1,1
8NA,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,1
8NB,COc1ccc(NC(C)=O)cc1Cl,1
8NN,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)O)c1nc(Cl)c2ccccc2c1O,1
8OG,Nc1nc2c([nH]c(=O)n2C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1,1
8PA,Cc1ncc(C[n+]2c(C(O)/C=C/c3cccnc3)sc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,1
8PF,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
8PR,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,1
8PX,COc1cc2onc(C)c2cc1NS(=O)(=O)c1cc(Br)ccc1OC,1
8Q5,CC(C)CNc1nccn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12,1
8Q6,CCOc1ccc(C(C)=O)cc1Nc1cc(C(=O)OC)cc(C(=O)OC)c1,1
8QC,CNc1cc2onc(C)c2cc1NS(=O)(=O)c1cc(Br)ccc1OC,1
8QE,CC(C)(C)Nc1nc(Nc2ccc(C(N)=O)cc2)cc(N)c1C#N,1
8QW,COc1cc(S(C)(=O)=O)ccc1Nc1nc2ccc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2n1,1
8R6,Cc1c(CC(=O)NCCCCC(C(=O)O)N(CC(=O)O)CC(=O)O)c(=O)oc2cc(N=[N+]=[N-])ccc12,1
8RN,CC(CC(=O)N1CCC(O)(Cn2cnc3c(Br)csc3c2=O)CC1)c1ccccc1,1
8SK,Oc1ccc2ccc3c4ccccc4cc4ccc1c2c43,1
8TW,O=C(O)C1C=[SH]C2C1C(O)(O)C2(Cl)Cl,1
8UX,CC(NC(CCNC(Cc1c[nH]cn1)C(=O)O)C(=O)O)C(=O)O,1
8V0,NCCC(=O)NC(Cc1c[nH]cn1)C(=O)O,1
8VL,CC(C(=O)Nc1cc(C#N)ccc1CCCC(=O)O)c1ccc(Br)c2ccccc12,1
8VQ,COc1cccc(COC2C(O)C(CO)OC(OC3C(CO)OC(NC(C)=O)C(NC(C)=O)C3O)C2O)c1,1
8VT,COc1cccc(COC2C(O)C(CO)OC(OC3C(CO)OC(NC(C)=O)C(NC(=O)c4cccc(OC)c4)C3O)C2O)c1,1
8VW,COc1cccc(C(=O)NC2C(NC(C)=O)OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C2O)c1,1
8W3,CCC(NC(=O)N1C/C(=N/Oc2ccccc2)NCC(Cc2cc(Cl)ccc2OC)C1=O)c1ccc(C(=O)O)c(N)c1,1
8W9,Cn1c(=O)n(C)c2cc(CN)ccc21,1
8WK,O=C(CC(C(F)F)n1ccc(F)n1)N1CCC(O)(Cn2cnc3c(cnn3-c3ccc(F)cc3)c2=O)CC1,1
8WN,CCS(=O)(=O)Nc1ccccc1-c1ccc(C(=O)N2CCC(O)(Cn3cnc4c(cnn4C)c3=O)CC2)cc1,1
8WU,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1O,1
8X0,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1,1
8X7,[H]/C=C/Cn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,1
8Y4,Cn1c(SCC(=O)Nc2ccccc2)nc2c(=O)[nH]c(N)nc21,1
8Y7,Cn1c(SCC(=O)O)nc2c(=O)[nH]c(N)nc21,1
8ZH,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(C(=O)NC3CCNCC3)c2)s1,1
8ZK,CCc1cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(C(=O)NC2CCNCC2)c1,1
8ZQ,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(C(=O)NC3CCNCC3)cc(-c3ccccc3N)c2)s1,1
8ZT,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)s1,1
8ZW,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)s1,1
8ZZ,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(C(=O)NC3CCNCC3F)c2)s1,1
90E,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(C(=O)NC3CCNCC3(F)F)c2)s1,1
90T,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(C(=O)N3CCC(C(=O)O)C3)c2)s1,1
90V,CC(C)c1cc(C(=O)N2CCC(NC(=O)C3CC3)C2)[nH]n1,1
90W,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(C(=O)NC3CCC(O)CC3)c2)s1,1
90Z,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(C(=O)NC3CC(C)(C)N(O)C(C)(C)C3)c2)s1,1
919,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,1
91B,CN1CCN(c2cccc(CN)c2)CC1,1
91H,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(C(=O)NC3CCC(C(=O)O)CC3)c2)s1,1
91K,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(C(=O)N3CCC(CC(=O)O)C3)c2)s1,1
91Y,O=C(NC1Cc2ccccc2C1)c1nccnc1NC(=O)C1CCCCC1,1
92A,CC(C)CCC(=O)NC(Cc1ccc(NC(=O)CCc2ccc(Cl)cc2)cc1)C(=O)N1CCC(C)CC1,1
92E,CCOc1ccc(C(C)=O)cc1NC(=O)c1cc(NC(C)=O)cc(NC(=O)c2ccco2)c1,1
92H,CN(C)CCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1ccc2ccccc2c1,1
92O,CCc1cccc2c(C3CCNCC3)c[nH]c12,1
92Q,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(C(=O)NC3CCNC3)c2)s1,1
