name,smi,success
3JO,CC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,1
3JS,CC(=O)N1CC(O)CC1C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1,1
3JU,Cc1ncsc1-c1ccc(CNC(=O)C2CC(O)CN2C(=O)CC(C)(C)C)cc1,1
3JW,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,1
3KT,[H]/N=C1/NC(CCC2CCCCC2)(CC2CCCC(NC3CCCC3)C2)C(=O)N1C,1
3M1,O=C(c1cc(O)c(O)c([N+](=O)[O-])c1)c1ccccc1F,1
3M2,CN1C(N)=NC(=O)/C1=C/c1cc(Br)c(O)c(Br)c1,1
3M3,Cc1n[nH]c(C)c1CCCOc1ccccc1F,1
3MI,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,1
3N6,NCCCCC(NC(=O)C(Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(N2Cc3ccccc3NC2=O)CC1)C(=O)N1CCN(c2ccncc2)CC1,1
3N7,Cc1cc(Nc2cc(C3CC3)[nH]n2)nc(Nc2ccc3[nH]ncc3c2)n1,1
3N8,Oc1ccc(F)cc1O,1
3N9,O=C1C=CC(F)=CC1(O)OO,1
3NJ,O=c1ccc(F)cc(=O)o1,1
3P1,Nc1ncnc2c1nc(NCc1ccc3ccccc3n1)n2C1OC(CO)C(O)C1O,1
3P2,Cc1noc(C)c1-c1ccc(-c2nc3cnccn3c2NC(C)(C)C)cc1,1
3PG,O=C(O)C(O)COP(=O)(O)O,1
3PL,O=CCCc1ccccc1,1
3PU,O=C1NC(=O)C(CNC(=O)c2cc3cc(Cl)ccc3o2)(c2nccs2)N1,1
3QZ,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,1
3R4,O=C(O)c1sc2cc(F)ccc2c1Cl,1
3R7,[H]/C=C\c1ccc(C(=O)O)c(NS(=O)(=O)c2ccccc2)c1,1
3RH,Nc1ncc2c(n1)-c1ccccc1C(c1ccccc1)C2,1
3RM,Nc1nnc(N2CCN(CCOc3ccc(Br)cc3)CC2)[nH]1,1
3RP,COc1cc(-c2cc(C)nc(N)n2)c(Cl)cc1Cl,1
3RU,Nc1nc2ccccc2cc1CCC(=O)NCC1CCCCC1,1
3S6,[H]/C=C\COC1OC(C(O)CO)C(O)C1O,1
3T5,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O,1
3TJ,CCN1CNS(=O)(=O)c2cc(F)ccc21,1
3TV,CCCSc1c(F)c(F)c(S(N)(=O)=O)c(F)c1F,1
3UD,COc1cc(NC(=O)CC2(C)CC(c3cccc(Cl)c3)C(c3ccc(Cl)c(F)c3)N(C(CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)ccc1C(=O)O,1
3UF,NS(=O)(=O)c1ccc(SCCO)cc1,1
3US,CC(=O)NCCCCNc1ncnc2c1ncn2C1OC(CN(CCCNC(=O)Nc2ccc(C(C)(C)C)cc2)C(C)C)C(O)C1O,1
3VH,CC(=O)NC(Cc1ccccc1Cl)C(=O)N1CCCC12C=CC1CCC(C(=O)N3CCC4C=CC5C=CC(C(=O)O)N5C(=O)C43)N1C2=O,1
3WF,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,1
3WH,CCNC(=O)N1CCC(Nc2ncc(I)c(-c3c[nH]c4ccccc34)n2)CC1,1
3WQ,CCCOc1ccn2c(C(C)=O)cc(-c3ccccc3S(C)(=O)=O)c2c1,1
3X8,OCC1OC(Oc2ccc(-c3ccccc3)cc2)C(O)C(O)C1O,1
3XJ,O=C(O)c1ccc(C(=O)Nc2ccc(OC3OC(CO)C(O)C(O)C3O)c(Cl)c2)cc1,1
3XN,O=[N+]([O-])c1ccc2c(ccn2-c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)c1,1
3XO,CN1CCN(c2c(Nc3ccc(OC4OC(CO)C(O)C(O)C4O)c(Cl)c3)c(=O)c2=O)CC1,1
3XW,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cn[nH]c1,1
3XY,N#Cc1cc2cc(CN3CCC(Nc4ncnc5sc(CC(F)(F)F)cc45)CC3)ccc2[nH]1,1
3YI,COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(C=O)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1
3YY,O=C1NC(=O)C(c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)N1,1
3Z8,O=C1NCCc2ccc(Cl)cc21,1
3ZA,CN(O)C(=O)CCC(CC(N)C(=O)O)C(=O)O,1
3ZC,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,1
3ZG,O=C(NCC(=O)N1CCCC1)Nc1ccc2cnccc2c1,1
40M,CCC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1
41J,[H]/C=C/C1=CC2C3OC4(CC5CCCC6(CCC7(OC(CCC7(C)O)C/C(C)=C/CCC7=NCC(C)C(C)CC72CC1)O6)O5)CC(C)C(O)C3O4,1
41P,COc1ccc(S(=O)(=O)N(CC(N)=O)c2ccc(N(CC(N)=O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,1
42O,O=C(O)C1CSc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n21,1
43L,Brc1cccc(C2CC(c3cccc(Br)c3)n3nnnc3N2)c1,1
43M,Cc1cc(O)ccc1Cl,1
43S,Nc1nc(-c2cc(Br)cc3ccoc23)c2nc[nH]c2n1,1
43U,COc1ccc(Br)cc1-c1nc(N)nc2[nH]cnc12,1
44K,Nc1ncnc2c1ncn2C1CCC(CNS(=O)(=O)NC(=O)CCCCC2SCC3NC(=O)NC32)C1,1
44L,Nc1ncnc2c1ncn2C1OC(CNS(=O)(=O)NC(=O)CCCCC2SCC3NC(=O)NC32)C(O)C1F,1
44M,[N-]=[N+]=NC1C(O)C(CNS(=O)(=O)NC(=O)CCCCC2SCC3NC(=O)NC32)OC1n1cnc2c(N)ncnc21,1
44N,CC1(O)C(O)C(COS(=O)(=O)NC(=O)CCCCC2SCC3NC(=O)NC32)OC1n1cnc2c(N)ncnc21,1
44O,Nc1ncnc2c1ncn2C1CNCC(COS(=O)(=O)NC(=O)CCCCC2SCC3NC(=O)NC32)O1,1
44P,O=c1ccn(C2OC(COP(=O)(O)CP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1
44Q,Nc1ncnc2c1ncn2C1OC(CNS(=O)(=O)NC(=O)CCCCC2SCC3NC(=O)NC32)CC1O,1
44R,Nc1ncnc2c1ncn2COCCNS(=O)(=O)NC(=O)CCCCC1SCC2NC(=O)NC21,1
44U,CCCNC(=O)C1CCCN1C(=O)C(N)C(c1ccccc1)c1ccccc1,1
45E,COc1cccc(C(=O)N2CCN(C(=O)COc3cccc(C)c3)CC2)c1OC,1
45U,[H]/N=C(\N)c1ccc(CNC(=O)C2CCCN2C(=O)COC2CCCC2)cc1,1
46U,[H]/N=C(\N)c1ccc(CNC(=O)C2CCCN2C(=O)COC2CCCCC2)cc1,1
486,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,1
48V,NC(=O)C(N)CSCC(=O)O,1
49J,COc1cc(-c2cnc3c(N4CCOCC4)snc3c2)ccc1N,1
49N,FC(F)(F)c1cccnc1N1CCNCC1,1
49U,[H]/N=C(/N)c1ccc(CNC(=O)C2CCCN2C(=O)CCC2CCCC2)cc1,1
4A2,COc1ccc(/N=c2\[nH]c3cc(C(=O)O)ccc3n2Cc2ccccc2C(F)(F)F)cc1F,1
4AK,NC(CCCCNS(=O)(=O)O)C(=O)O,1
4B8,Oc1ccc(-c2nnc(-c3cc(Cl)c(O)c(Cl)c3)o2)cc1,1
4BI,Cc1nc2ccccc2c(-c2ccc(Cl)cc2)c1C(OC(C)(C)C)C(=O)O,1
4C1,CCCOc1cc(OCCCCN(C)C)cc(Oc2cc3c(cc2NS(=O)(=O)c2ccc(OC)c(OC)c2)n(C)c(=O)n3C)c1,1
4C5,COc1ccc(C(SCC(N)C(=O)O)(c2ccccc2)c2ccccc2)cc1,1
4CC,[H]/N=C(\N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)O)c4ccccn4)ccc3n2C)cc1,1
4CQ,OCC1OC(OCC2OC3OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC9C(CO)OC(OC2C(O)C3O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C(O)C1O,1
4CS,CC1=NC(C(=O)O)CCN1,1
4D2,CC(C)CC(CNC(=O)c1cccnc1)Cc1ccc2c(c1C(=O)O)OCO2,1
4F8,O=C(O)c1nc(-c2ccccc2)[nH]c1C(=O)O,1
4GU,Fc1ccccc1Nc1ncnc2[nH]ncc12,1
4H0,NC(CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F,1
4HI,CC(C)c1c(C(=O)NCc2ccccc2)nc(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,1
4HP,O=C(O)Cc1ccc(O)cc1,1
4HV,COc1ccc(-c2cc(C(=O)NC(CO)Cc3cccc(C#N)c3)co2)cc1OC,1
4I8,COC(=O)c1ccc2[nH]c(=O)oc2c1,1
4IP,O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,1
4J0,OCC1OC(OCCCc2cn(C3C(CO)OC(c4cn(C5OC(CO)C(n6cc(C7OC(CO)C(n8cc(CCCOC9OC(CO)C(O)C(O)C9O)nn8)C(O)C7O)nn6)C(O)C5O)nn4)C(O)C3O)nn2)C(O)C(O)C1O,1
4J8,Cc1ccc(S(N)(=O)=O)cc1,1
4J9,OCC1OC(OCc2cn(C3C(CO)OC(c4cn(C5OC(CO)C(n6cc(C7OC(CO)C(n8cc(COC9OC(CO)C(O)C(O)C9O)nn8)C(O)C7O)nn6)C(O)C5O)nn4)C(O)C3O)nn2)C(O)C(O)C1O,1
4JC,CCc1ccc(S(N)(=O)=O)cc1,1
4JE,CCCc1ccc(S(N)(=O)=O)cc1,1
4L2,Cc1cc(=O)n(C)c2cc(N3CCCCC3=O)ccc12,1
4L3,Cc1cc(=O)n(C)c2cc(N3C(=O)CCC(NC(=O)OC(C)(C)C)C3c3ccccc3)ccc12,1
4LD,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C4CC4)n[nH]c3C)c12,1
4ME,COC(=O)c1cccc2[nH]ccc12,1
4NJ,CN1C(=O)C(Cc2ccc(Cl)cc2)=C(c2c[nH]c3cc(Cl)ccc23)C1(O)Cc1ccc(Cl)cc1,1
4NM,O=[N+](O)c1ccc(CS)cc1,1
4NX,O=C1OC(O)(Cc2ccc(Cl)cc2)C(c2c[nH]c3cc(Cl)ccc23)=C1Cc1ccc(Cl)cc1,1
4OA,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,1
4OQ,CCN1c2ccc(F)cc2N=C(N2CCN(C)CC2)c2cc(Cl)ccc21,1
4OR,CCN1c2ccc(F)cc2N=C(NC2CCN(C(=O)NC(C)(C)C)C2)c2cc(Cl)ccc21,1
4PF,COCCOC(C)COCC(C)N,1
4PK,[H]/N=C(/N)NOCCC(NC(=O)OCc1ccccc1)C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NCCc1ccccc1)C(C)C,1
4S4,O=C(O)CNC(=O)c1ccc(NC(=O)c2cc(Br)c(Br)[nH]2)cc1,1
4T4,COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(c1ccc(N(C)CC3CCC(N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2,1
4TX,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1
4U7,NC(CCCC[B-](O)(O)O)(C(=O)O)C(F)F,1
4UX,CNC1COC2OCC(OC(=O)NC(Cc3ccccc3)C(O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3)C12,1
4WF,Nc1c(O)n(Cc2ccccc2)c(=O)[nH]c1=O,1
4XR,NCC1=CCC(N)C(O)O1,1
4XW,CC(CCCC(C)CC(=O)O)CCC1C(C)CC=CC1(C)C,1
4YB,Nc1ncnc2c1ncn2C1OC(COS(=O)(=O)NC(=O)CCC(=O)c2ccccc2C(=O)O)C(O)C1O,1
4YO,O=C1CNc2cc(Br)ccc2N1,1
4YY,Cc1ncsc1-c1ccc(CNC(=O)C2CC(O)CN2C(=O)C(NC(=O)C2(F)CC2)C(C)(C)C)cc1,1
4ZK,NC(Cc1cc(Cl)c(Cl)c(-c2cncc(O)c2)c1)C(=O)O,1
50Q,Oc1cc(O)cc(Oc2ccc(Cl)c(Cl)c2)c1,1
50U,[H]/N=C(\N)c1ccc(CNC(=O)C2CCCN2C(=O)CCC2CCCCC2)cc1,1
52C,Clc1ccccc1-c1nnn[nH]1,1
52H,CC(C)(C)C(O)C(=O)NS(=O)(=O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,1
52L,O=C(O)/C(CC(O)C(O)C(O)COP(=O)(O)O)=N/O,1
53A,CCOC(=O)C1=C2N=C(SC(C(C)=O)C(=O)OCC)c3ccccc3N2NN1,1
53H,CC(C)(C)C(N)C(=O)NS(=O)(=O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,1
54E,NCc1ccc(-c2ccccc2)c(Cl)c1,1
54F,Nc1cccc(Oc2ccccn2)c1,1
54G,Cc1ccc(O)c(C(=O)O)c1,1
54H,CC(C)C(N)C(=O)NS(=O)(=O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,1
54S,O=C(CCNCc1ccc(-c2ccccc2)c(Cl)c1)NCCC(=O)Nc1cccc(C(=O)O)c1,1
551,COC(=O)CC(=O)NCCCNCc1ccc(-c2ccccc2)c(Cl)c1,1
55L,NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)Cc1cc(-c2ccc(-c3cccc(Cl)c3)cc2)no1,1
55R,O=C1C=CC(=NNc2ccccc2C(=O)O)C=C1,1
55S,CCS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,1
56M,CCN(CC)S(=O)(=O)c1ccc(O)c(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)c1,1
56N,OCC1OC(Oc2ccccc2)C(O)C(O)C1O,1
56O,NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)NO)Cc1cc(-c2ccc(-c3cccc(Cl)c3)cc2)no1,1
56S,CCCCCCCCCCCC(=O)OC(C)C,1
56Y,CCc1c(C(=O)N(C)Cc2cccc(C(N)=O)c2)[nH]c(C)c1C(C)=O,1
57D,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,1
57E,CCc1c(C(=O)n2ccc3ccc(S(=O)(=O)NC)cc32)[nH]c(C)c1C(C)=O,1
57F,CCc1c(C(=O)Nc2cc(S(=O)(=O)N(CC)CC)c(C)cc2O)[nH]c(C)c1C(C)=O,1
57G,CCc1c(C(=O)Nc2cc(S(=O)(=O)N(CC)CC)ccc2O)[nH]c(C)c1C(=O)CO,1
58N,CC1CC(=O)Nc2cccc(-c3cnn(C(C)(C)C)c3)c2N1,1
58T,CNc1nc2nc3c1[nH]c(=O)n3Cc1cccc(c1)OCCOCCO2,1
5AB,CC(N)(CCCC[B-](O)(O)O)C(=O)O,1
5AO,Nc1cccc(-c2cnco2)c1,1
5C5,COc1ccc(C2(SCC(N)C(=O)O)c3ccccc3CCc3ccccc32)cc1,1
5CZ,[H]/N=C(\N)c1ccc(Oc2ccc(-c3cc4ccc(/C(N)=N\[H])cc4[nH]3)cc2)cc1,1
5D1,Cc1cccc(CN2CCC(CNC(=O)CCCOc3cc(=O)n(C)c4ccccc34)CC2)c1,1
5D2,Cc1nnc2ccc(N3CCC(C(=O)NCCCN4CCN(c5cccc(Cl)c5)CC4)CC3)nn12,1
5DU,NS(=O)(=O)c1c(F)c(F)c(SCCO)c(F)c1NC1CCc2ccccc21,1
5EF,NS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)CCO)c(NC2CCc3ccccc32)c1F,1
5EO,CCCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc(CC)cc(=O)[nH]1,1
5F3,O=C(O)c1cc(-c2ccncc2)cc(-c2ccncc2)c1,1
5F5,O=C(O)c1cccc(-c2nccs2)c1,1
5F8,O=C(O)c1cccc(-c2cccnc2)c1,1
5F9,CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1
5FF,CCc1ccc(C2CC(C(F)(F)F)n3ncc(C(=O)NCc4ccc(OC)cc4)c3N2)cc1,1
5FK,CCc1ccc(C2CC(C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cn4)c3N2)cc1,1
5FW,CC(C)NCC(O)c1ccc(O)c(O)c1,1
5GD,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCN4CCCC4)c(C)c3)nc2c1,1
5GO,O=S(=O)(O)OC1C(O)C(CO)OC(OC2C(CO)OC(O)C(O)C2O)C1O,1
5GP,Nc1nc2c(ncn2C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1
5H1,Oc1ccc2[nH]ccc2c1,1
5HI,CC(C)c1c(C(=O)NC(CO)c2ccccc2)nc(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,1
5ID,Nc1ncnc2c1c(I)cn2C1OC(CO)C(O)C1O,1
5IO,CCCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc(CC)c(I)c(=O)[nH]1,1
5JA,COCCN1CCN(CCn2ccc(Nc3ncc4c(n3)-c3c(nn(C)c3-c3ccccc3)CC4C)n2)CC1,1
5JL,O=c1[nH]c(=S)[nH]c2[nH]c(=S)[nH]c12,1
5JP,CNC(CO)C(=O)O,1
5KR,Cc1ccc(C(=O)Nc2ccccc2C(=O)O)cc1S(=O)(=O)Nc1ccc(Br)cc1,1
5KS,OCC1OC(SC2OC(CO)C(O)C(n3cc(-c4ccc(F)cc4)nn3)C2O)C(O)C(n2cc(-c3ccc(F)cc3)nn2)C1O,1
5LC,O=C(NCCCCCNC(=O)c1cccc(O)c1O)c1cccc(O)c1O,1
5MI,Cc1ccc2[nH]ccc2c1,1
5NM,CS(=O)(=O)CCCn1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2cc(Br)ccc21,1
5NQ,CCCCc1c(C)nc2nc(SCc3nc4c(c(=O)[nH]c(=O)n4CCCC)n3CC)nn2c1C,1
5NR,NCCN1CCC(Cc2ccccc2)CC1,1
5NS,Nc1cccc2c(S(=O)(=O)O)cccc12,1
5O5,Clc1ccc(OCc2nnn[nH]2)cc1Cl,1
5O6,COc1ccc(/C(C)=C/C(=O)O)cc1,1
5O8,Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccccc1)cn2C1OC(CNS(=O)(=O)C(F)(F)F)C(O)C1O,1
5OD,CC1(N)CCN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)CC1,1
5ON,O=C(O)/C=C/c1cccc(OCc2cccc(CC(=O)O)c2)c1,1
5OO,O=C(O)/C=C/c1ccc(Cl)cc1Cl,1
5OU,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(Cl)cc1,1
5P4,CC(=O)N1c2ccc(-c3ccco3)cc2C(NC(=O)OC(C)C)CC1C,1
5P7,OCC1CC(Nc2ncnc3ccccc23)C(O)C1O,1
5PX,O=S1(=O)NCN(C2CC2)c2ccc(O)cc21,1
5QN,CCOc1ccc(C(C)=O)cc1NC(=O)c1ccc(OCCN2CC=NCC2)c(C(=O)OC)c1,1
5QR,Cn1cc(C(=O)Nc2cccc(C(=O)O)c2)ccc1=O,1
5QX,CN1C(=O)CNc2ccccc21,1
5QY,CC1Nc2ccccc2NC1=O,1
5R2,CCc1nc2ccc(OC)cc2nc1OC1CC2C(=O)NC3(C(=O)NS(=O)(=O)C4CC4)CC3/C=C/CCCCCC(NC(=O)OC(C)(C)C)C(=O)N2C1,1
5R8,CN1CCCN(Cc2ccc(CN)cc2)CC1,1
5R9,CN1CCCN(Cc2ccc3ncccc3c2)CC1,1
5RD,CCCCNCc1ccc(S(N)(=O)=O)cc1,1
5RL,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,1
5RO,CC(=O)c1c[nH]c2c(C)cccc12,1
5RS,CCc1nc2ccc(OC)cc2nc1OC1CC(C(=O)NC2(C(=O)NS(=O)(=O)C3CC3)CC2CC)N(C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C1,1
5RU,Nc1nc2[nH]c(SCc3ccccc3F)nc2c(=O)[nH]1,1
5RV,N#Cc1ccccc1CSc1nc2c(=O)nc(N)[nH]c2[nH]1,1
5RW,Nc1nc2nc(SCc3ccc(F)cc3)[nH]c2c(=O)[nH]1,1
5RX,Nc1nc2[nH]c(SCc3ccc(Cl)cc3)nc2c(=O)[nH]1,1
5RY,N#Cc1ccc(CSc2nc3c(=O)[nH]c(N)nc3[nH]2)c(F)c1,1
5RZ,Nc1nc2[nH]c(SCC(=O)c3ccc(Br)cc3)nc2c(=O)[nH]1,1
5SG,Oc1cccc2cnccc12,1
5SW,COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN(C)C,1
5T0,CNCc1ccc(N2CCC(CCC(=O)N3CCCC3)CC2)cc1,1
5T4,O=C(NCC1CCN(c2ncccn2)CC1)N1CCCC1,1
5TD,N#Cc1ccc(N2CCC(CCC(=O)N3CCCC3)CC2)cc1,1
5TG,CN(Cc1ccc(N2CCC(CCC(=O)N3CCCC3)CC2)cc1)C(=O)OC(C)(C)C,1
5TO,O=C(CCC1CCCC1)N1CCCC1,1
5TQ,O=C(O)CCCN1CCc2[nH]c(=O)c3cc(F)ccc3c2C1,1
5TU,Cc1cc(-c2ccc(C(N)=O)cc2)cn(C)c1=O,1
5TW,CC(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
5TY,CN(C)c1ncc2c(=O)n(C)ccc2n1,1
5U6,COc1cc(-c2cn(C)c(=O)c3cnccc23)c(OC)cc1CN(C)C,1
5UD,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1F,1
5UH,COc1ccc(CC(=O)O)cc1-c1ccccc1,1
5V5,COc1ccc(CC(=O)O)cc1-c1cccs1,1
5V6,COc1ccc(CC(=O)O)cc1-c1ccsc1,1
5VN,CC1(C)CCC2(C(=O)O)C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1,1
5VR,CC(=O)NNC(=O)C1CCC(NOS(=O)(=O)O)CN1C=O,1
5VW,O=CN1CC(NOS(=O)(=O)O)CCC1C(=O)NOC1CCNC1,1
5VY,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,1
5VZ,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,1
5W0,Cc1cnc(Nc2ccc(N3CCN(C)CC3)c(F)c2)nc1Nc1cccc(NS(=O)(=O)C(C)(C)C)c1,1
5W1,Cc1cnc(Nc2ccc(N3CCN(C)CC3)c(F)c2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,1
5W2,Cc1cnc(Nc2ccc(C(=O)NC3CCN(C)CC3)c(F)c2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,1
5WC,CC(NC(=O)C1CC2CC2N1C(=O)Cn1nc(C(N)=O)c2ccncc21)c1cccc(Cl)c1F,1
5WD,NC(=O)c1cc2cc(OCc3cccc(C(=O)O)c3)ccc2[nH]1,1
5WS,Cc1cc(=O)n(C)c2cc(NS(C)(=O)=O)ccc12,1
5WU,Cc1nn(CCO)c2c1C(=O)CCC2,1
5WZ,NC1CCN(C(=O)C2CC2)CC1,1
5X0,CNC(=O)c1cc(OCC(=O)Nc2ccccc2)ccc1OC1CCOCC1,1
5XK,CCC(CC)Cc1ccn2c1[nH]c(=O)c1c(Cl)cccc12,1
5XL,CN(C)Cc1ccn2c1[nH]c(=O)c1c(Cl)cccc12,1
5XM,O=c1nc2n(c3ccccc13)CCC2CN1CCCCC1,1
5XS,COC(=O)c1cccc(C(=O)Nc2ncnc3nc[nH]c23)c1,1
5Y3,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN,1
5Y4,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN(C)C,1
60H,c1ccc(C(c2ccccc2)C2CCCN2)cc1,1
60P,Cc1ccsc1C(=O)O,1
61O,O=C(O)c1ccccc1-c1cccnc1,1
64C,CCc1n[nH]c2oc(=O)c3ccccc3c12,1
64E,CCCc1n[nH]c2oc(=O)c3ccccc3c12,1
64F,CCCCc1n[nH]c2oc(=O)c3ccccc3c12,1
65V,O=C(O)c1cccc(Oc2cccc3nc(-c4cn(-c5ccc(O)c(F)c5)nn4)ccc23)c1,1
66K,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1OC1CCN(C(=O)c2cccnc2)CC1,1
66M,Nc1ncnc2c1ncn2C1OC(C(=O)NCCCCCC(=O)NC(CC(=O)O)C(=O)O)C(O)C1O,1
66N,CC(N)C(N)=O,1
66T,COc1cc(CCc2cc(NC(=O)c3ccc(N4CC(C)NC(C)C4)cc3)[nH]n2)cc(OC)c1,1
67B,CN(C)C(=O)c1cccc(-c2cn(C)c(=O)c3[nH]ccc23)c1,1
67C,[H]/C=C\CCn1cc(-c2cccc(C(=O)N(C)C)c2)c2cc[nH]c2c1=O,1
67D,O=C(CCc1c[nH]c2ccccc12)NS(=O)(=O)OCC1OC(n2cnc3c2ncn2ccnc32)C(O)C1O,1
68J,CC(C)(C)CCNC(=O)CCc1cc2cc(-c3ccccc3C#CCC3(NC(=O)c4ccc(F)cc4)CC3)ccc2nc1N,1
68K,CC(C)(C)CCNC(=O)CCc1cc2cc(-c3ccccc3CCc3ccc(NC(=O)c4ccc(F)cc4)cn3)ccc2nc1N,1
68L,NC1=NC2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(C3=CCCOC3)cc12,1
68M,Cc1cccnc1-c1ccc2nc(N)c(CC(C)C(=O)NCCC(C)(C)C)cc2c1,1
69E,CC1CC(=O)Nc2cccc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2N1,1
69G,C/C=C/Cn1cc(-c2cccc(C(=O)N(C)C)c2)c2cc[nH]c2c1=O,1
6AN,O=S(=O)(O)c1ccc2cc(N=C3C=CCC=C3)ccc2c1,1
